temp_extruder,temp_bed,max_x,max_y,max_z,max_speed,max_extrusion,fan_speed,num_commands,out_of_bounds_moves,label
200.0,50.0,169.319,235.0,15.8,9000.0,3541.17414,255.0,79136,1,0
200.0,50.0,144.375,235.0,10.0,9000.0,2454.23519,255.0,19706,1,0
200.0,50.0,171.169,235.0,76.2,9000.0,4163.34209,255.0,261039,1,0
210.0,65.0,146.828,235.0,10.0,9000.0,676.83702,255.0,24815,1,0
210.0,60.0,213.985,235.0,10.0,9000.0,4158.65077,255.0,156253,1,0
210.0,60.0,166.436,235.0,36.0,9000.0,4163.27816,255.0,499583,1,0
200.0,50.0,178.605,235.0,122.7,9000.0,4162.87969,255.0,249078,1,0
210.0,60.0,218.9,235.0,53.4,9000.0,4162.53419,255.0,380876,1,0
200.0,50.0,138.0,235.0,19.0,9000.0,954.82188,255.0,11832,1,0
200.0,50.0,227.05,235.0,71.12,9000.0,4163.26844,255.0,132831,370,0
200.0,60.0,169.877,235.0,23.36,9000.0,4157.51916,255.0,132295,1,0
200.0,60.0,189.89,235.0,22.96,6000.0,4160.01944,255.0,460252,1,0
200.0,50.0,151.582,235.0,10.0,9000.0,2921.39411,255.0,41896,1,0
210.0,60.0,188.507,235.0,37.6,9000.0,4157.57644,255.0,200322,1,0
210.0,60.0,191.516,235.0,71.8,9000.0,3894.28335,255.0,51254,1,0
200.0,60.0,155.846,235.0,156.5,9000.0,4161.61825,255.0,335008,1,0
210.0,60.0,182.35,235.0,10.0,9000.0,4157.66877,255.0,88599,1,0
210.0,60.0,188.482,235.0,76.2,9000.0,4158.241,255.0,64232,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
210.0,60.0,193.3,235.0,47.32,15000.0,4162.92303,255.0,100030,1,0
210.0,60.0,190.153,235.0,180.04,15000.0,4166.15613,255.0,571272,8188,0
200.0,60.0,174.576,220.0,10.0,8250.0,394.02462,85.0,6811,0,0
210.0,55.0,119.93,220.0,10.0,9000.0,392.9052,255.0,15168,0,0
210.0,60.0,118.422,220.0,10.0,9000.0,2630.53266,255.0,82352,0,0
200.0,60.0,215.5,220.0,29.2,9000.0,4160.90775,255.0,731824,0,0
200.0,60.0,142.402,220.0,52.2,9000.0,4157.54145,255.0,56870,0,0
200.0,60.0,141.499,220.0,10.0,9000.0,2322.56788,255.0,84474,0,0
215.0,60.0,191.878,220.0,118.4,9000.0,4163.6683,255.0,469314,0,0
200.0,60.0,216.25,220.0,118.4,9000.0,4163.24174,255.0,2062443,0,0
210.0,60.0,213.0,220.0,133.48,9000.0,4171.85305,255.0,1855358,0,0
210.0,60.0,213.35,220.0,140.8,9000.0,4164.89241,255.0,892206,0,0
210.0,60.0,213.35,220.0,147.6,9000.0,4166.30559,255.0,916665,0,0
210.0,60.0,213.35,220.0,155.4,9000.0,4166.42914,255.0,902587,0,0
210.0,60.0,213.35,220.0,162.6,9000.0,4166.49536,255.0,939018,0,0
210.0,60.0,213.3,220.0,169.6,9000.0,4166.66888,255.0,978497,0,0
210.0,60.0,213.35,220.0,177.4,9000.0,4166.23781,255.0,1343356,0,0
200.0,60.0,152.239,220.0,23.4,9000.0,4158.01869,255.0,59243,0,0
210.0,60.0,167.813,220.0,10.0,9000.0,2399.12283,255.0,61745,0,0
200.0,60.0,214.548,220.0,38.2,9000.0,4159.6297,255.0,620548,0,0
200.0,60.0,152.239,220.0,23.6,9000.0,4161.86838,255.0,273865,0,0
200.0,60.0,138.635,220.0,20.4,9000.0,2058.46131,255.0,101584,0,0
200.0,60.0,177.384,220.0,10.0,9000.0,4157.65564,255.0,174847,0,0
210.0,60.0,135.213,220.0,10.0,9000.0,149.46727,255.0,7631,0,0
210.0,60.0,125.824,220.0,29.8,9000.0,1024.15323,255.0,30082,0,0
200.0,60.0,164.345,220.0,52.6,9000.0,4160.51036,255.0,116917,0,0
210.0,60.0,212.62,220.0,101.6,9000.0,4162.19415,255.0,4584309,0,0
210.0,60.0,172.3,220.0,17.8,9000.0,4157.75903,255.0,567464,0,0
210.0,60.0,167.813,220.0,10.0,9000.0,2184.31985,255.0,54615,0,0
210.0,50.0,138.7,220.0,29.8,9000.0,1124.21579,255.0,35729,0,0
210.0,60.0,203.825,220.0,63.56,9000.0,4160.11658,255.0,30422,0,0
200.0,60.0,206.713,220.0,10.0,9000.0,4158.8897,255.0,421263,0,0
210.0,60.0,161.545,220.0,20.0,9000.0,4157.53094,255.0,251427,0,0
210.0,50.0,128.293,235.0,25.4,9000.0,1061.07979,255.0,77951,1,0
210.0,60.0,178.233,235.0,138.6,9000.0,4163.62332,255.0,1401526,1,0
215.0,60.0,232.978,235.0,133.066,9000.0,4162.73124,255.0,1513429,1306,0
200.0,50.0,218.154,235.0,27.0,9000.0,4158.6501,255.0,449008,1,0
215.0,50.0,151.515,235.0,28.4,9000.0,3181.51174,255.0,28641,1,0
215.0,50.0,171.643,235.0,60.69,9000.0,4163.78589,255.0,45747,1,0
215.0,50.0,167.477,235.0,59.6,9000.0,4163.48252,255.0,44903,1,0
210.0,60.0,147.679,235.0,22.12,6000.0,3064.61145,255.0,66978,1,0
210.0,60.0,136.847,220.0,33.4,9000.0,4158.40885,255.0,207053,0,0
210.0,60.0,132.095,220.0,24.6,9000.0,3373.82373,255.0,102678,0,0
225.0,50.0,171.01,123.908,25.4,7200.0,60.32299,255.0,247912,0,0
200.0,50.0,158.992,235.0,12.0,9000.0,4157.63651,255.0,59115,1,0
200.0,50.0,178.989,235.0,20.0,9000.0,4162.96059,255.0,127712,1,0
200.0,50.0,141.2,235.0,25.48,9000.0,4158.23481,255.0,18222,1,0
200.0,50.0,141.2,235.0,25.48,9000.0,4158.23481,255.0,18222,1,0
210.0,60.0,209.363,235.0,78.8,9000.0,4163.16004,255.0,404435,1,0
210.0,55.0,181.202,235.0,41.2,9000.0,4158.75593,255.0,154142,1,0
210.0,60.0,150.117,235.0,57.0,9000.0,4153.87942,255.0,235786,1,0
210.0,55.0,187.906,235.0,10.0,9000.0,4157.5187,255.0,212322,1,0
215.0,60.0,142.992,235.0,10.0,9000.0,1186.14298,255.0,18701,1,0
200.0,50.0,149.143,235.0,16.4,9000.0,1563.4706,255.0,30277,1,0
200.0,50.0,139.31,235.0,10.0,9000.0,753.72213,255.0,27264,1,0
200.0,50.0,152.614,235.0,10.0,9000.0,4157.53355,255.0,111837,1,0
200.0,50.0,142.731,235.0,10.0,9000.0,2189.20196,255.0,122073,1,0
215.0,50.0,167.583,235.0,32.0,9000.0,4159.67279,255.0,204381,1,0
205.0,55.0,215.513,235.0,31.8,9000.0,4164.76229,255.0,505416,1,0
215.0,55.0,204.727,235.0,75.08,9000.0,4164.93076,255.0,258862,1,0
200.0,60.0,155.925,220.0,69.8,9000.0,4158.98691,255.0,279003,0,0
210.0,55.0,197.294,235.0,73.0,9000.0,4163.92179,255.0,368925,1,0
205.0,55.0,207.256,235.0,20.0,9000.0,4163.15407,255.0,136971,1,0
215.0,60.0,180.54,189.009,54.9,7200.0,2125.49296,255.0,296073,0,0
200.0,50.0,135.978,235.0,26.0,9000.0,791.38361,255.0,38003,1,0
210.0,55.0,179.699,235.0,11.0,9000.0,4159.22231,255.0,81728,1,0
210.0,60.0,182.8,235.0,37.6,9000.0,4164.42448,255.0,241118,17,0
210.0,60.0,150.599,203.817,150.0,9000.0,10.0,255.0,59111,0,0
210.0,60.0,193.28,235.0,80.6,9000.0,4163.05115,255.0,841185,37,0
210.0,55.0,152.1,235.0,32.6,9000.0,3978.74004,255.0,54460,1,0
210.0,55.0,218.691,235.0,80.6,9000.0,4162.52028,255.0,313627,1,0
210.0,50.0,176.45,235.0,11.0,9000.0,4162.61482,255.0,383518,1,0
210.0,60.0,162.427,235.0,12.2,9000.0,3647.3441,255.0,160043,1,0
200.0,50.0,144.685,235.0,10.0,9000.0,2125.34955,255.0,40637,1,0
200.0,50.0,162.933,235.0,13.0,9000.0,4157.7029,255.0,137443,1,0
200.0,50.0,188.5,235.0,13.0,9000.0,4158.0301,255.0,160752,1,0
210.0,60.0,203.085,235.0,22.6,9000.0,4159.58694,255.0,171419,1,0
225.0,50.0,140.985,235.0,32.52,9000.0,4157.52059,255.0,401831,1,0
210.0,55.0,204.579,235.0,10.0,9000.0,4158.23196,255.0,182833,1,0
210.0,50.0,169.66,235.0,10.0,9000.0,2855.05338,255.0,85408,1,0
210.0,55.0,144.685,235.0,10.0,10500.0,1939.56985,255.0,47117,1,0
210.0,55.0,173.255,235.0,60.0,9000.0,4157.52379,255.0,187452,1,0
210.0,55.0,216.187,235.0,10.0,9000.0,4158.59302,255.0,139381,41,0
210.0,60.0,155.059,235.0,49.64,9000.0,4154.23755,255.0,565585,1,0
215.0,60.0,138.101,235.0,16.0,9000.0,4155.42134,255.0,142806,1,0
215.0,60.0,228.064,235.0,45.0,9000.0,4163.54033,255.0,544636,86,0
215.0,60.0,204.044,235.0,45.0,9000.0,4163.08003,255.0,533072,1,0
200.0,50.0,162.246,235.0,31.8,9000.0,4157.65214,255.0,61572,1,0
200.0,50.0,144.186,235.0,10.0,9000.0,1880.53276,255.0,49247,1,0
205.0,60.0,147.289,235.0,48.08,9000.0,3717.36994,255.0,102120,1,0
200.0,60.0,138.3,235.0,16.76,7200.0,1971.94679,255.0,42164,1,0
210.0,60.0,204.547,235.0,93.89,9000.0,4163.57274,255.0,1199786,1,0
210.0,50.0,165.72,235.0,58.11,9000.0,4157.66014,255.0,263109,1,0
215.0,50.0,156.543,235.0,29.315,9000.0,4152.75429,255.0,194247,1,0
200.0,50.0,168.438,235.0,213.88,9000.0,4158.88424,255.0,1126969,1,0
210.0,60.0,140.93,235.0,73.56,9000.0,4158.09266,255.0,282203,1,0
210.0,60.0,164.773,235.0,88.92,9000.0,4157.75529,255.0,284501,1,0
215.0,60.0,152.345,220.0,35.8,9000.0,4154.15111,255.0,403140,0,0
210.0,60.0,172.862,235.0,16.6,9000.0,4161.1787,255.0,35617,1,0
210.0,60.0,202.694,235.0,12.8,9000.0,4157.88241,255.0,43302,1,0
210.0,60.0,166.538,235.0,20.2,9000.0,4157.88507,255.0,60325,1,0
210.0,60.0,184.36,235.0,47.8,9000.0,4159.34515,255.0,89912,1,0
200.0,50.0,182.35,235.0,10.0,9000.0,4157.67004,255.0,88605,1,0
210.0,60.0,148.094,220.0,10.0,9000.0,815.87124,255.0,12274,0,0
210.0,60.0,201.082,220.0,18.0,9000.0,4161.06116,255.0,129479,0,0
210.0,60.0,146.886,235.0,10.8,12000.0,1245.87581,255.0,21004,1,0
210.0,55.0,167.231,235.0,46.2,9000.0,4162.55452,255.0,877560,1,0
210.0,50.0,173.182,235.0,92.6,9000.0,4165.16066,255.0,1244650,1,0
215.0,60.0,160.549,235.0,99.6,9000.0,4162.54394,255.0,879928,1,0
210.0,60.0,162.651,235.0,92.6,9000.0,4162.57252,255.0,779920,1,0
215.0,55.0,165.934,235.0,69.6,9000.0,4152.73129,255.0,215872,1,0
200.0,50.0,156.696,235.0,21.2,9000.0,4158.08711,255.0,38106,1,0
200.0,60.0,220.438,235.0,61.8,9000.0,4162.54745,255.0,1101564,15,0
200.0,50.0,196.05,235.0,23.3,9000.0,4163.30419,255.0,127767,1,0
210.0,60.0,144.182,235.0,10.0,9000.0,1881.32145,255.0,50288,1,0
215.0,60.0,206.134,235.0,103.0,9000.0,4164.47228,255.0,612691,1,0
210.0,60.0,146.767,235.0,17.2,9000.0,2956.10319,255.0,80306,1,0
200.0,50.0,193.064,235.0,143.2,9000.0,4162.67076,255.0,1059962,1,0
200.0,50.0,190.02,235.0,128.4,9000.0,4162.54961,255.0,653410,1,0
200.0,50.0,197.992,235.0,131.8,9000.0,4162.71457,255.0,751312,1,0
200.0,50.0,201.005,235.0,89.6,9000.0,4162.53816,255.0,502995,1,0
200.0,50.0,191.67,235.0,143.2,9000.0,4162.58019,255.0,1076500,1,0
200.0,50.0,194.456,235.0,128.4,9000.0,4162.53078,255.0,673704,1,0
200.0,50.0,190.276,235.0,131.8,9000.0,4157.93734,255.0,752037,1,0
200.0,50.0,188.621,235.0,89.6,9000.0,4162.58584,255.0,493018,1,0
210.0,60.0,125.714,193.8,150.0,9000.0,10.0,255.0,153987,0,0
210.0,60.0,128.681,193.8,150.0,9000.0,10.0,255.0,158267,0,0
210.0,60.0,169.59,235.0,28.6,9000.0,4160.27027,255.0,59526,1,0
210.0,60.0,154.901,235.0,12.72,9000.0,4159.58966,255.0,146741,1,0
210.0,60.0,214.5,235.0,57.2,9000.0,4165.23283,255.0,268056,1,0
210.0,60.0,214.5,235.0,10.2,9000.0,4161.54848,255.0,87073,1,0
210.0,60.0,136.601,220.0,10.92,9000.0,619.93313,255.0,16584,0,0
210.0,60.0,221.04,235.0,30.4,9000.0,4158.42604,255.0,259081,39,0
210.0,55.0,142.773,235.0,35.81,9000.0,1709.89116,255.0,57359,1,0
200.0,60.0,178.968,220.0,19.12,9000.0,4159.63953,255.0,401857,0,0
200.0,50.0,158.742,235.0,14.0,9000.0,4158.70114,255.0,109344,1,0
200.0,50.0,231.313,235.0,18.8,9000.0,4164.47587,255.0,139347,376,0
210.0,55.0,171.123,235.0,33.75,9000.0,4165.44806,255.0,132281,1,0
210.0,55.0,186.544,235.0,37.05,9000.0,4162.62926,255.0,281900,1,0
210.0,60.0,135.723,235.0,42.76,7200.0,4161.52187,255.0,836625,1,0
220.0,60.0,180.546,235.0,26.0,9000.0,4154.57547,255.0,334456,1,0
200.0,50.0,226.605,235.0,38.44,9000.0,4158.47745,255.0,605965,4514,0
210.0,50.0,157.872,235.0,54.8,9000.0,4156.28159,255.0,359049,1,0
210.0,60.0,193.246,235.0,59.4,9000.0,4157.53431,255.0,743096,1,0
200.0,60.0,197.564,235.0,49.56,9000.0,4161.52288,255.0,287353,1,0
200.0,50.0,208.599,235.0,25.4,9000.0,4159.67908,255.0,101754,1,0
205.0,55.0,221.768,235.0,19.0,9750.0,4163.55104,255.0,78615,28,0
205.0,55.0,209.032,235.0,25.4,9750.0,4160.10632,255.0,99335,1,0
205.0,50.0,154.698,235.0,151.4,9000.0,4157.56714,255.0,281256,1,0
200.0,50.0,184.628,235.0,114.4,9000.0,4163.02265,255.0,458736,1,0
200.0,50.0,153.32,235.0,151.6,9000.0,4157.67947,255.0,216827,1,0
210.0,60.0,152.82,235.0,151.6,9000.0,4162.58171,255.0,377565,1,0
215.0,50.0,221.481,235.0,43.85,9000.0,4162.79478,255.0,344146,18,0
215.0,50.0,168.944,235.0,10.0,9000.0,3532.39523,255.0,34775,1,0
215.0,50.0,156.318,235.0,10.0,9000.0,750.21609,255.0,8474,1,0
215.0,50.0,210.568,235.0,55.85,9000.0,4163.25898,255.0,511419,1,0
215.0,50.0,153.27,235.0,17.75,9000.0,4157.55034,255.0,72751,1,0
210.0,60.0,213.815,235.0,10.0,9000.0,4162.56212,255.0,758596,1,0
215.0,60.0,155.805,235.0,10.0,9000.0,4157.53431,255.0,246410,1,0
210.0,60.0,159.894,235.0,10.0,9000.0,4152.68964,255.0,210980,1,0
230.0,60.0,149.0,235.0,19.0,9000.0,3551.79833,255.0,106273,1,0
230.0,60.0,164.466,235.0,10.0,9000.0,3664.63309,255.0,153977,1,0
215.0,60.0,161.982,235.0,10.0,9000.0,4162.73515,255.0,320059,1,0
205.0,60.0,153.9,235.0,10.0,9750.0,1423.66858,255.0,38979,1,0
230.0,60.0,159.903,235.0,10.0,9000.0,4157.70604,255.0,266563,1,0
210.0,60.0,199.077,235.0,51.89,9000.0,4163.32919,255.0,820516,1,0
210.0,60.0,223.904,235.0,70.09,9000.0,4162.58997,255.0,1625126,342,0
210.0,60.0,227.106,235.0,70.09,9000.0,4164.13533,255.0,1613269,498,0
200.0,50.0,178.48,235.0,45.92,9000.0,4164.9682,255.0,485859,1,0
210.0,60.0,143.567,235.0,33.7,9000.0,1677.09499,255.0,238516,1,0
210.0,62.0,148.241,235.0,34.44,9000.0,2121.38762,255.0,239126,1,0
200.0,50.0,178.375,235.0,45.92,9000.0,4162.61536,255.0,385358,1,0
210.0,60.0,179.455,235.0,52.11,9000.0,4162.57571,255.0,1481920,1,0
210.0,55.0,137.958,220.0,13.6,9000.0,4161.42358,255.0,170912,0,0
220.0,60.0,184.169,235.0,27.4,9000.0,4163.00836,255.0,529085,1,0
220.0,60.0,190.129,235.0,27.4,9000.0,4162.99889,255.0,380381,1,0
205.0,50.0,214.273,235.0,79.1,12000.0,4157.5622,255.0,452793,1,0
210.0,55.0,230.02,235.0,26.6,9000.0,4163.81179,255.0,365879,176,0
210.0,60.0,174.211,220.0,33.0,9000.0,4158.34502,255.0,538461,0,0
210.0,60.0,211.019,235.0,92.8,9000.0,4164.01055,255.0,407508,1,0
210.0,60.0,207.5,235.0,169.4,9000.0,4166.23907,255.0,289903,1,0
210.0,60.0,233.409,235.0,92.6,9000.0,4168.77018,255.0,1251558,482,0
210.0,60.0,144.56,235.0,39.89,9000.0,4157.95323,255.0,276089,1,0
210.0,60.0,139.388,235.0,10.674,9000.0,879.51071,255.0,20112,1,0
210.0,60.0,143.855,235.0,38.89,9000.0,4157.58552,255.0,183817,1,0
